id,title,restriction,acceptance,additional_information,modification,notes,views,medical_condition_id,created_at,updated_at
447,Sarcoidosis Crónica,No debe donar.,,"La sarcoidosis crónica puede causar una variedad de problemas que pueden ser un riesgo para el donante, particularmente con los pulmones, pero también con el corazón. Los tratamientos usados también puede causar inmunosupresión. Por estas razones, las personas con esta condición no deberían donar.","Se agregó ""Información adicional"". ",,0,449,03/14/2018 19:35:29,03/14/2018 19:35:29
448,Staphylococcus Aureus Resistente a la Meticilina,,,Staphylococcus Aureus es un organismo comensal de la piel muy frecuente. El estado del portador  o la exposición del donante no es relevante para la donación.,,,0,450,03/14/2018 19:35:29,03/14/2018 19:35:29
449,VIH,,,,,,0,451,03/14/2018 19:35:29,03/14/2018 19:35:29
450,Sífilis,"No debe donar. ","Si fue completamente tratado y hay pruebas que excluyen infección reciente, discutir con un Oficial Médico Designado.","La interpretación del testeo de sífilis generalmente es complicada. Puede requerirse la opinión de un microbiólogo antes de tomar una decisión sobre la seguridad de la donación. ","Se modificó la entrada para ""Discrecional"". Se agregó ""Información adicional"". ",,0,452,03/14/2018 19:35:29,03/14/2018 19:35:29
451,Síndrome de Fatiga Crónica,,,,,,0,453,03/14/2018 19:35:29,03/14/2018 19:35:29
452,Síndrome de Fatiga Post-Viral,No debe donar si: no se encuentra resuelta.,,,,,0,454,03/14/2018 19:35:29,03/14/2018 19:35:29
453,Síndrome de Gilbert,,Se acepta.,El síndrome de Gilbert es un defecto hereditario en el metabolismo de la bilirrubina. Es inofensivo pero puede causar ictericia en el donante.,,,0,455,03/14/2018 19:35:29,03/14/2018 19:35:29
454,Síndrome de Guillain-Barré,Referirse a un Oficial Médico Designado - No debe donar si: a) Transcurrieron menos de 24 hs desde la resolución; b) Ha habido síntomas recurrentes; c) El doctor que gestionó al donante no puede confirmar que se trata de un síndrome de Guillain-Barré típicamente monofásico que se ha recuperado completamente en 12 meses.,,,,,0,456,03/14/2018 19:35:29,03/14/2018 19:35:29
455,Síndrome de Intestino Irritable,,Se acepta.,,,,0,457,03/14/2018 19:35:29,03/14/2018 19:35:29
456,Síndrome de Klinefelter,,Se acepta.,,,,0,458,03/14/2018 19:35:29,03/14/2018 19:35:29
457,Síndrome de Marfan,"No debe donar si: hay compromiso cardíaco. ","Si no hay, se acepta.",,,,0,459,03/14/2018 19:35:29,03/14/2018 19:35:29
458,"Síndrome de Raynaud ",No debe donar si: a) es parte de un desorden multisistémico; b) en tratamiento con vasodilatadores.,"Si es una condición aislada y el donante no está tomando vasodilatadores, se acepta.",,,,0,460,03/14/2018 19:35:29,03/14/2018 19:35:29
459,"Síndrome de Reiter ",,"Si se encuentra completamente recuperado, se acepta.",,,,0,461,03/14/2018 19:35:29,03/14/2018 19:35:29
460,"Síndrome de Turner ",,Se acepta.,,,,0,462,03/14/2018 19:35:29,03/14/2018 19:35:29
461,Síndrome Mielodisplásico,No debe donar.,,,,,0,463,03/14/2018 19:35:29,03/14/2018 19:35:29
462,Síndrome Mieloproliferativo,No debe donar.,,Esta entrada ha sido agregada para aclarar la elegibilidad de los donantes con esta condición.,,,0,464,03/14/2018 19:35:29,03/14/2018 19:35:29
463,"SRAG (Síndrome Respiratorio Agudo Grave) ","No debe donar si: a) Pasaron menos de 21 díías después de salir de un país en el que el Departamento de Salud (DH) aconseja diferir el viaje porque hay, o se cree que hay, transmisión continua de SRAG; b) Pasaron menos de 21 días desde el último contacto con una persona con SRAG; c) Pasaron menos de tres meses desde la recuperación del SRAG o posible SRAG. ","Si pasaron más de 21 días desde que regresó de un área con riesgo endémico de SRAG, o desde el último contacto con una persona afectada por la condición y el donante se encuentra bien, se acpeta. ","Desde 2004 no se conocen casos de SRAG en ningún lugar del mundo. Aunque la amenaza del SRAG para la salud pública parece haber pasado, funcionarios internacionales de la salud continúan en alerta. La Organización Mundial de la Salud (OMS) monitorea países de todo el mundo para cualquier actividad inusual de la enfermedad.","En ""Información adicional"", la entrada existente indica que ""El consejo de DH se puede encontrar en: www.dh.gov.au.gov.uk/PolicyAndGuidance/HealthAdviceForTravellers/fs/en en 'Últimas actualizaciones de salud '"". El sitio al que solía ir este enlace ya no existe.",,0,465,03/14/2018 19:35:29,03/14/2018 19:35:29
464,Sudores Nocturnos,No debe donar si: no tienen una explicación.,"Si se deben a la menopausia, se acepta.",,,,0,466,03/14/2018 19:35:29,03/14/2018 19:35:29
465,Tabletas antihistamínicas,,Aceptado,,,,0,467,03/14/2018 19:35:29,03/14/2018 19:35:29
466,Tabletas de Cortisona,,,,,,0,468,03/14/2018 19:35:29,03/14/2018 19:35:29
467,"Talasemia Mayor ",No debe donar.,,,,,0,469,03/14/2018 19:35:29,03/14/2018 19:35:29
468,Nombre aprobado: Oseltamivir,"No debe donar si: a) Tomar Tamiflu® como tratamiento para la gripe; b) En cualquier momento durante los siete días previos a tomar Tamiflu®, o durante el mismo, el donante ha tenido síntomas de gripe (temperatura superior a 38 ° C o antecedentes de fiebre y dos o
más de los siguientes síntomas: tos, dolor de cabeza, secreción nasal, diarrea/vómitos)","Si el potencial donante está tomando Tamiflu como profilaxis, no se les ha aconsejado que lo hagan reposo en su casa y no ha tenido ningún síntoma de gripe, es acepta.",Tamiflu® es un inhibidor viral de la neuraminidasa (la neuraminidasa es una enzima que ayuda al virus a extenderse de una celda a otra). Se usa para tratar la gripe y para la profilaxis posterior a la exposición de influenza. Parece ser un medicamento muy seguro con poca evidencia de efecto teratogénico (potencial para causar defectos de nacimiento) o mutagénico (potencial de causar malignidad).,Es una nueva entrada.,,0,470,03/14/2018 19:35:29,03/14/2018 19:35:29
469,"Tamoxifeno ",No debe donar: a) si es utilizado por malignidad; b) mientras se toma tamoxifeno para condiciones no malignas.,,,,,0,471,03/14/2018 19:35:29,03/14/2018 19:35:29
470,"Tatuaje ",,,,,,0,472,03/14/2018 19:35:29,03/14/2018 19:35:29
471,Terapia Complementaria,1. No debe donar si: a) La condición para la cual se dio tratamiento es motivo de exclusión; b) Han transcurrido menos de cuatro meses desde la última irrigación de colon o hidroterapia colónica. // 2. Terapias que incluyen penetración con agujas - No debe donar si han transcurrido menos de cuatro meses desde que se completó el tratamiento.,"a) Si solamente se prescribieron medicamentos orales o tópicos, y el motivo de dicho tratamiento es aceptable, se acepta; b) Para todas las otras terapias (incluyendo terapia con microbióticos fecales) - 1. Realizado dentro del Sistema Nacional de Salud (SNS): si es realizado por un profesional calificado del SNS, bajo las premisas del SNS, se acepta. // 2. Realizado fuera del Sistema Nacional de Salud - Se acepta si es realizado por un profesional de la salud calificado y registrado en: Consejo Médico General (GMC), Consejo de Enfermería y Partería (NMC), Consejo General Odontológico (GDC), El Consejo General de Quiropraxia (GSC), El Consejo General de Oftalmología (GOC), El Consejo General de Osteopatía (GOsC) o el Consejo de Profesionales de la Saludad, que regula: arteterapeutas, científicos biomédicos, podólogos, científicos clínicos, dietistas, distribuidores de audífonos, terapeutas ocupacionales, practicantes del departamento de operaciones, ortoptistas, paramédicos, farmacéuticos, psicólogos practicantes, fioterapeutas, técnicos ortopédicos, ortopedistas, radiólogos, trabajadores sociales en Inglaterra y terapeutas del lenguaje.","El equipo que ha sido reutilizado ha pasado la infección de persona a persona. Los terapeutas que están sujetos a medidas disciplinarias por parte de sus consejos profesionales son menos propensos a reutilizar agujas. Esta guía supone que una prueba NAT validada para la hepatitis C es negativa; si esta prueba se detiene por cualquier razón, la pauta cambiará. Cuando exista alguna duda sobre la transmisión de la infección, la espera de cuatro meses hace que las infecciones sean más propensas a ser detectadas por las pruebas utilizadas por los Servicios Hematológicos y de Tejidos. El Comité de la Junta Profesional Consultiva considera que el registro legal de los profesionales ofrece la mejor garantía general de que los tejidos y células donados por individuos que han llevado a cabo terapia complementaria
son seguros. En ausencia de regulación legal dela  terapia complementaria, actualmente hay no hay un único organismo al que todos los terapeutas deban estar acreditados. En consecuencia, continuar con la aprobación de
una o más organizaciones significaría necesariamente que otras de igual mérito queden excluidas de la aprobación. El registro voluntario en un organismo no estatutario no puede proporcionar seguridad en relación a los estándares de los miembros de dicha organización o cuán diligente es el regulador en en forzar al profesional o al practicante a aplicarlos. Los practicantes que eligen no unirse a un registro voluntario aún pueden ejercer legalmente y utilizar el título correspondiente,  como lo hará un
practicante que ha sido eliminado del registro por el organismo. No hay forma de vigilar el cumplimiento por parte de las asociaciones voluntarias de los estándares que solicitan a sus miembros ya que las organizaciones no están sujetas a la supervisión del Consejo Regulador para la Excelencia en Salud. Tampoco hay actualmente ninguna consideración externa e independiente de casos sobre ""aptitud para la práctica"" referidos a reguladores voluntarios. Si bien la reglamentación legal no puede garantizar la ausencia de riesgo, su objetivo principal es brindar mayor seguridad al paciente y protección pública. La protección legal del título significa que los centros de donantes pueden asumir con seguridad que una persona que practica en nombre de una profesión registrada se encuentra realmente registrada. ",Los farmacéuticos han sido agregados al listado de profesionales regulados por el Consejo de Profesionales de la Salud.,,0,473,03/14/2018 19:35:29,03/14/2018 19:35:29
518,Uretritis No Específica Crónica,No debe donar.,,,,,0,515,03/14/2018 19:35:30,03/14/2018 19:35:30
472,Terapia con Antibióticos 27,,,"El tratamiento con antibióticos no es en sí mismo una razón para el aplazamiento, pero la razón del tratamiento puede serlo. Cuando el tratamiento es otorgado para prevenir infecciones, más que para tratarlas, ver si hay alguna entrada relevante. Si no hay, discutir con el Oficial Médico Designado.",Información adicional ha sido agregada para otorgar mayor claridad.,,0,474,03/14/2018 19:35:29,03/14/2018 19:35:29
473,Terapia con Anticoagulantes,No deber donar si: a) Se encuentra bajo tratamiento anticoagulante; b) El tratamiento fue con motivo de enfermedad cardiovascular; c) El tratamiento fue con motivo de una trombosis venosa axilar; d) El tratamiento fue por tromboflebitis o trombosis repetidas.,"Si el tratamiento se completó hace más de siete días, y una causa específica -que no es en sí mismo motivo de exclusión- ha sido identificada para una trombosis venosa profunda aislada o embolia pulmonar, se acepta.  ","El tratamiento con anticoagulantes hará más probable que un donante sangre o genere moretones luego de la donación. El efecto del tratamiento desaparece luego de algunos días y, después de siete días, los mecanismos de coagulación deberían volver a la normalidad. Si el donante sufre alguna enfermedad cardiovascular, remover sangre de la circulación puede ponerlo en riesgo de tener un problema cardíaco. Algunas causas de trombosis hacen que sea más probable que los coágulos de sangre aparezcan otra vez. Esto podría empeorar a causa de la donación.",,,0,475,03/14/2018 19:35:29,03/14/2018 19:35:29
474,Terapia con Anticonvulsivos 27,No debe donar si: es tomado con motivo de epilepsia.,"Si es utilizado para tratar desorden bipolar o síndromes de dolor crónico, y la condición subyacente no es motivo de exclusión, se acepta.",Los desmayos posteriores a la donación pueden provocar convulsiones debido a la falta de oxígeno que llega al cerebro. Esto podría conducir a un verdadero ataque epiléptico en una persona con historial reciente de epilepsia. También puede causar dificultades con la Agencia de Vehículos y Licencias de Conducir  y/o el empleo en una persona que ha estado libre de ataques durante un tiempo.,,,0,476,03/14/2018 19:35:29,03/14/2018 19:35:29
475,Terapia con Antidepresivos,,,,"Esta entrada ha sido reemplazada por un link a ""Problemas de Salud Mental""",,0,477,03/14/2018 19:35:29,03/14/2018 19:35:29
476,Terapia con Inmunoglobina,No debe donar si: a) Se encuentr inmunodeprimido; b) Donante con inmunodeficiencia recuperada: referirse a un Oficial Médico Designado.,"a) Si la inmunoglobina humana intravenosa o subcutánea fue adminisitrada antes de 1980, se acepta; b) Uso rutinario pre y postnatal de inmunoglobulina anti-D, se acepta; c) Si se administró una sola dosis de inmunoglobina profiláctica, se acepta.","Es menos probable que la inmunoglobulina utilizada antes de 1980 ese encuentre afectada por la enfermedad de Creutzfeldt-Jakob. Es poco probable que una dosis única de inmunoglobulina represente un riesgo significativo para la transmisión de la enfermedad de Creutzfeldt-Jakob. ","Se agregó un link a ""Transfusión"".",,0,478,03/14/2018 19:35:29,03/14/2018 19:35:29
477,Terapia de Reemplazo Hormonal,No debe donar si: a) Se utiliza debido a malignidad; b) Es receptor de gonadotropina humana de origen pituitario; c) Es receptor de hormona de crecimiento pituitaria humana.,"a) Si fue tratado con gonadotropinas exclusivamente de origen no-pituitario, se acepta; b) Si fue tratado con hormona de crecimiento exclusivamente recombinada, se acepta; c) Si fue tratado por síntomas de la menopausia o prevención de osteoporosis, se acepta.",,"La entrada para ""Discrecional"" ha sido reescrita para mayor claridad.",,0,479,03/14/2018 19:35:29,03/14/2018 19:35:29
478,Terapias alternativas 24,,,,,,0,480,03/14/2018 19:35:29,03/14/2018 19:35:29
479,Test de Heaf,No debe donar hasta: que se encuentre curado.,,,,,0,481,03/14/2018 19:35:29,03/14/2018 19:35:29
480,"Tifoidea ",,,,"Para reemplazar la entrada para ""Tifoidea"" con un link a ""Infección crónica"". Usando este link los futuros cambios serán más sencillos.",,0,482,03/14/2018 19:35:29,03/14/2018 19:35:29
481,"Tigason ",No debe donar si alguna vez ha tomado Etretinato (Tigason).,,,"Esta entrada fue modificada para que coincida con la entrada para ""Etretinato""",,0,483,03/14/2018 19:35:29,03/14/2018 19:35:29
482,Tiña,"No debe donar si: a) se encuentra afectando el sitio de venipuntura o cosecha; b) en tratamiento sistémico. ","Si se encuentra solamente con tratamiento local, se acepta.",,,,0,484,03/14/2018 19:35:29,03/14/2018 19:35:29
483,"Tiroxina ",,,,,,0,485,03/14/2018 19:35:29,03/14/2018 19:35:29
484,"Toctino ",,,,Es una nueva entrada.,,0,486,03/14/2018 19:35:29,03/14/2018 19:35:29
485,Tos Ferina Infección,,,,,,0,487,03/14/2018 19:35:29,03/14/2018 19:35:29
486,Tos Ferina Contacto,,,,,,0,487,03/14/2018 19:35:29,03/14/2018 19:35:29
487,Toxoplasmosis,No debe donar si: transcurrieron menos de seis meses desde su recuperación.,,"Esta es una infección parasitaria común, a menudo propagada por las heces de los gatos o comer carne que no está lo suficientemente cocida. Puede transmitirse por transfusiones y tener consecuencias graves, e incluso fatales, para el receptor. Por lo general, no causa síntomas, ya que el sistema inmunológico del cuerpo supera fácilmente el parásito. Si la infección ha causado síntomas que han llevado a su diagnóstico, esperar seis meses desde la recuperación reducirá la probabilidad de que sea transmitido por donación.",La entrada se ha simplificado después de una evaluación de riesgos por SACTTI.,,0,488,03/14/2018 19:35:29,03/14/2018 19:35:29
488,Con antecedentes de lesión por inoculación,,,,,,0,489,03/14/2018 19:35:29,03/14/2018 19:35:29
489,Sin antecedentes de lesión por inoculación,,Se acepta.,,,,0,489,03/14/2018 19:35:29,03/14/2018 19:35:29
490,"Transfusión ","1. No debe donar si en cualquier momento el donante: a) Recibió, o cree haber recibido, una transfusión de sangre o componentes sanguíneos en un país endémico para la malaria o la tripanosomiasis sudamericana; b) Fue tratado con concentrados de factor de coagulación derivados de sangre. Esto incluye complejo de protrombina para revertir la sobre-anticoagulación. - 2. Consulte a un Oficial Médico Designado si desde el 1 de enero de 1980: a) En cualquier parte del mundo el donante ha recibido, o cree que puede haber recibido, una transfusión con glóbulos rojos, plaquetas, plasma fresco congelado (FFP), crioprecipitado, intravenosa o inmunoglobulina normal humana subcutánea. Esto incluye a las madres cuyos bebés requieren transfusión intrauterina; b) Se realizó una plasmaféresis.","1. a) Si en una consulta médica es poco probable que el donante haya sido transfundido, se acepta; b) Si el tratamiento con inmunoglobulina humana se ha limitado a pequeñas cantidades de la inmunoglobulina como profilaxis (por ejemplo, Rhesus, tétanos, hepatitis, inmunoglobulina, etc.), se acepta. - 2. Transfusión autóloga en el Reino Unido: Si solo se ha utilizado la sangre del donante, se acepta. - 3. Donante transfundido antes del 1 de enero de 1980 en un país endémico de malaria o tripanosomiasis sudamericana: a) Si el donante recibió, o cree haber recibido, transfusión en un país endémico para la malaria o la tripanosomiasis sudamericana, ver el “Índice de riesgo de enfermedades geográficas”. Si se transfundió en un país en riesgo y una prueba validada de anticuerpos de malaria y/o, según corresponda, una prueba validada para anticuerpos contra T. Cruzi, es negativa, se acepta; b) Si la transfusión no estaba dentro de un área de riesgo para la malaria o tripanosomiasis sudamericana, se acepta. - 4. Donante transfundido desde el 1 de enero de 1980: Discuta con el Oficial Médico Designado, que decidirá si el donante puede ser aceptado siguiendo una evaluación de riesgos documentada. Esto debe tener en cuenta la disponibilidad de donantes alternativos, los riesgos de la transmisión de vCJD y los beneficios esperados de utilizar un donante particular.","Los donantes transfundidos han contribuido previamente a la propagación de algunas enfermedades. Esto sucedió con la hepatitis C. - Todos los donantes transfundidos: Las transfusiones en algunos países pueden haber puesto al donante en riesgo de malaria o tripanosomiasis. Es necesario excluir estas infecciones antes de aceptar al donante. – Concentrados de coagulación: Las personas que han recibido concentrados de coagulación derivados de la sangre (están hechos de la sangre de muchos donantes) pueden haber estado en riesgo de infecciones que pueden transmitirse a través de la sangre. - Donantes transfundidos desde 1980: En el otoño de 2003, un receptor de sangre del Reino Unido, tomada de un donante sano que luego desarrolló vCJD, murió de vCJD. Desde entonces ha habido varios casos de infección con el prión vCJD en receptores de sangre de donantes que más tarde desarrollaron vCJD. En vista de esto, las personas transfundidas o posiblemente transfundidas desde 1980 deben realizar un evaluación de riesgos documentada. Esta fecha es anterior a que la EEB sea frecuente, la cual se cree que causó vCJD. La evaluación debe discutirse con el médico del destinatario deseado y debe compartirse con el destinatario, o sus familiares, según corresponda.","La guía ha sido modificada de acuerdo con las recomendaciones del Comité Consultivo sobre la Seguridad de la Sangre, los Tejidos y los Órganos (SaBTO). Las recomendaciones han sido tomadas por el Departamento Inglés de Salud y las autoridades descentralizadas en Escocia, Gales e Irlanda del Norte. ",,0,490,03/14/2018 19:35:29,03/14/2018 19:35:29
491,Transfusión de sangre,,,,,,0,491,03/14/2018 19:35:29,03/14/2018 19:35:29
492,Trasplante de córnea,No debe donar.,,,,,0,492,03/14/2018 19:35:29,03/14/2018 19:35:29
493,Trastorno de Plaquetas,No debe donar si: a) causa hematomas o sangrado excesivos; b) Tiene trombocitosis.,,"Plaquetas contadas en exceso (500 x 10 a la novena potencia) deben ser repetidas. Si se encuentra que se elevaron persistentemente
el donante no debe ser aceptado y debe ser remitido para su investigación.",Trombocitosis y links relevantes fueron agregados.,,0,493,03/14/2018 19:35:29,03/14/2018 19:35:29
494,Trastornos de la hemoglobina,1. No debe donar si: Tiene un síndrome de drepanocitosis o talasemia. // 2. Informar al Centro de Transplante si: Las células pertenecen a un donante con desorden hereditario.,"Donantes con rasgos de hemoglobina anormal, se acepta.","Se agregó un link a ""Transfusión""",,,0,494,03/14/2018 19:35:29,03/14/2018 19:35:29
495,Trastornos Psiquiátricos,,,,,,0,495,03/14/2018 19:35:29,03/14/2018 19:35:29
496,Tratamiento con Esteroides,"1. No debe donar si: a) Toma  tabletas de esteroides, inyecciones o enemas regularmente, o aplicar cremas sobre áreas extensas de la piel; b) El donante ha necesitado tratamiento para suprimir una enfermedad autoinmune en los últimos 12 meses; c) Pasaron menos de siete días después de completar un ciclo de esteroides orales o inyectables para trastornos asociados con alergia. - 2. Donante de médula ósea: Informar al anestesista si en el último mes ha tenido curso de esteroides.","a) Si ocasionalmente utiliza cremas sobre pequeñas áreas de la piel para afecciones cutáneas menores, se acepta; b) Si utiliza inhaladores esteróideos para profiláxis, se acpeta.","La terapia con esteroides en altas dosis causa inmunosupresión. Esto puede enmascarar condiciones infecciosas e inflamatorias que, de saberse, podrían ser motivo de exclusión.",Para aclarar cuándo pueden donar quienes hayan realizado terapia con esteroides.,,0,496,03/14/2018 19:35:29,03/14/2018 19:35:29
497,Tratamiento Dental,"No debe donar si: a) Han transcurrido menos de siete días desde un tratamiento de conducto, implantes de corona o extracciones dentales; b) Han transcurrido menos de 24 hs desde un llenado, limpieza de sarro y pulido u otros tratamientos superficiales; c) Las heridas no se encuentran curadas; d) Hay cualquier tipo de infección.","Si sólo necesita revisión o impresiones dentales, se acepta.",Las extracciones dentales y otros tratamientos pueden resultar en la transmisión de bacterias al torrente sanguíneo. Los tiempos de espera luego del tratamiento son para permitir el sanado y la eliminación de cualquier bacteria que haya podido ingresar al torrente sanguíneo.,,,0,497,03/14/2018 19:35:29,03/14/2018 19:35:29
498,Tratamiento farmacológico,La toma de algunos medicamentos puede hacer que un donante no sea elegible. Esto puede deberse a la enfermedad subyacente o a la medicación. Ver: cualquier entrada específica para la droga o la enfermedad.,"La automedicación con algunas drogas (por ejemplo: vitaminas, aspirinas, pastillas para dormir) no necesariamente excluye al donante para ser aceptado, siempre que cumpla con los demás criterios.",,,,0,498,03/14/2018 19:35:29,03/14/2018 19:35:29
499,Tratamiento Láser,No debe donar si se utiliza debido a malignidad.,"a) Si es debido a carcinoma de células basales, el tratamiento se completó y se encuentra completamente recuperado: se acepta; b) Si es debido a carcinoma cervical in situ, el tratamiento se completó y el seguimiento no mostró células anormales: se acepta; c) Si es debido a propósitos cosméticos, se acepta una vez que se encuentre curado; d) Si se trata de cirugía láser refractiva en la córnea, se acepta una vez que se encuentre curado.",,,,0,499,03/14/2018 19:35:29,03/14/2018 19:35:29
500,Tratamiento Vitamínico,"No debe donar si se encuentra bajo medicación prescripta para tratar una deficiencia. ","Si se encuentra automediado con mediación oral o con tratamiento prescripto para prevenir una deficiencia, se acepta. ","Las personas que están en tratamiento por una deficiencia de vitamina no deben donar, incluso si pasan la prueba de detección de hemoglobina. Una vez que se completa el tratamiento, deben ser aceptados o excluidos sobre la base de la condición subyacente que requirió tratamiento. Las vitaminas a menudo se recetan para prevenir la deficiencia. Esto podría ser para la enfermedad celíaca o para gente que intenta concebir. Siempre que la condición subyacente no sea una razón para excluir, el donante debe ser aceptado.",,,0,500,03/14/2018 19:35:30,03/14/2018 19:35:30
501,Tratamientos Antitabaco,No debe donar si: se encuentra experimentando síntomas relacionados con el tratamiento.,"Si se encuentran bien, se aceptan donantes que usen terapia de reemplazo de nicotina (parches, sprays, etc.) o bupropión (Zyban, Amfebutamone).","Los tratamientos antitabaco pueden causar mareos y náuseas. Aceptar una donación de personas que se encuentran afectadas por estos problemas, puede empeorar su condición. ",,,0,501,03/14/2018 19:35:30,03/14/2018 19:35:30
502,"Traumatismo ",,,,,,0,502,03/14/2018 19:35:30,03/14/2018 19:35:30
503,Traumatismo de cráneo,,,,,,0,503,03/14/2018 19:35:30,03/14/2018 19:35:30
504,Enfermedad del sueño,No debe donar.,,,,,0,504,03/14/2018 19:35:30,03/14/2018 19:35:30
505,"Tripanosomiasis Sudamericana ","No debe donar. ",,,,,0,505,03/14/2018 19:35:30,03/14/2018 19:35:30
506,Trombocitopenia Inmune,No debe donar si: a) Sintomática; b) Crónica; c) Menos de seis meses desde la recuperación. Aplica tanto para adultos como para niños.,,"Se han revisado los links. La frase ""Recuperado, pero alguna vez ha tenido una recurrencia"" ha sido eliminado y ""cinco años de la recuperación"" se ha reducido a seis meses ya que ambos se consideraron innecesariamente restrictivos.",,,0,506,03/14/2018 19:35:30,03/14/2018 19:35:30
507,"Trombosis ","1. No debe donar si: a) Es debido a la aterosclerosis (por ejemplo, trombosis coronaria); b) Tiene antecedentes de trombosis venosa axilar; c) Tiene trombosis recurrente; d) Pasaron menos de siete días desde que se completó la terapia anticoagulante; e) Tiene un rasgo trombofílico y ha tenido uno o más episodios de trombosis - .2. Donante de médula ósea: informar anestesista de antecedentes de trombosis.","a) Si una causa específica para una trombosis venosa profunda aislada o una embolia pulmonar ha sido identificada, no es en sí mismo un motivo de exclusión y la terapia anticoagulante ha concluido al menos hace siete días, se acepta; b) Si tiene un rasgo trombofílico y nunca ha tenido un episodio de trombosis, se acepta.",La TVP inexplicable se asocia con un mayor riesgo de aterosclerosis NEJM 348 (15) 1435.,,,0,507,03/14/2018 19:35:30,03/14/2018 19:35:30
508,Infarto de miocardio,No debe donar.,,,,,0,508,03/14/2018 19:35:30,03/14/2018 19:35:30
509,Trombosis Venosa Profunda,,,,,,0,509,03/14/2018 19:35:30,03/14/2018 19:35:30
510,Tuberculosis Individuo afectado,"No debe donar si: a) Está infectado; b) Pasaron menos de 24 hs de la confirmación de la cura; c) Bajo seguimiento. ",,,,,0,510,03/14/2018 19:35:30,03/14/2018 19:35:30
511,Tuberculosis Contacto,"No debe donar hasta que no esté testeado y se encuentre despejado de infección. ","Si el donante ha sido informado de que no es necesario someterse a un examen, se acepta.",La tuberculosis puede estar presente en muchos tejidos y diseminarse a través del torrente sanguíneo. Es sensato excluir de la donación a las personas que pueden tener una enfermedad activa para prevenir cualquier posibilidad de transmitir la infección.,,,0,510,03/14/2018 19:35:30,03/14/2018 19:35:30
512,Tumor cerebral,,,,,,0,511,03/14/2018 19:35:30,03/14/2018 19:35:30
513,Úlcera de Duodeno,,,,,,0,512,03/14/2018 19:35:30,03/14/2018 19:35:30
514,Úlcera Péptica,No debe donar si: está asociado con cambio maligno.,,,,,0,513,03/14/2018 19:35:30,03/14/2018 19:35:30
515,UNE,,,,,,0,514,03/14/2018 19:35:30,03/14/2018 19:35:30
516,Uretritis No Específica,,,,,,0,515,03/14/2018 19:35:30,03/14/2018 19:35:30
517,Uretritis No Específia Aguda,,,,,,0,515,03/14/2018 19:35:30,03/14/2018 19:35:30
520,"Vacunación ",,,,,,0,517,03/14/2018 19:35:30,03/14/2018 19:35:30
522,Varicela Contacto,,,,,,0,518,03/14/2018 19:35:30,03/14/2018 19:35:30
523,"Vasculitis ",No debe donar.,,,,,0,519,03/14/2018 19:35:30,03/14/2018 19:35:30
524,"Venas Varicosas ",,Se acepta.,,,,0,520,03/14/2018 19:35:30,03/14/2018 19:35:30
525,Verrugas,,Se acepta incluso con tratamiento local.,,,,0,521,03/14/2018 19:35:30,03/14/2018 19:35:30
526,Verrugas genitales,,Se acepta.,,,,0,522,03/14/2018 19:35:30,03/14/2018 19:35:30
527,Viaje,,,,,,0,523,03/14/2018 19:35:30,03/14/2018 19:35:30
528,Viaje al Extranjero,,,,,,0,524,03/14/2018 19:35:30,03/14/2018 19:35:30
529,VIH Infección,No debe donar.,,,,,0,525,03/14/2018 19:35:30,03/14/2018 19:35:30
530,Parejas sexuales actuales de un caso confirmado.,No deben donar.,,,,,0,525,03/14/2018 19:35:30,03/14/2018 19:35:30
531,Parejas sexuales pasadas de un caso confirmado,No deben donar si: transcurrieron menos de 12 meses desde el último contacto sexual.,,,,,0,525,03/14/2018 19:35:30,03/14/2018 19:35:30
532,"Virus Chikungunya ",,,,,,0,526,03/14/2018 19:35:30,03/14/2018 19:35:30
